Category,Item,Age,Year,Value
Housing,Personal services,0 to 25,2003,135
Housing,Personal services,0 to 25,2004,159
Housing,Personal services,0 to 25,2005,237
Housing,Personal services,0 to 25,2006,213
Housing,Personal services,0 to 25,2007,174
Housing,Personal services,0 to 25,2008,140
Housing,Personal services,0 to 25,2009,156
Housing,Personal services,0 to 25,2010,154
Housing,Personal services,0 to 25,2011,174
Housing,Personal services,0 to 25,2012,195
Housing,Personal services,25 and 34,2003,571
Housing,Personal services,25 and 34,2004,584
Housing,Personal services,25 and 34,2005,651
Housing,Personal services,25 and 34,2006,706
Housing,Personal services,25 and 34,2007,780
Housing,Personal services,25 and 34,2008,721
Housing,Personal services,25 and 34,2009,786
Housing,Personal services,25 and 34,2010,757
Housing,Personal services,25 and 34,2011,804
Housing,Personal services,25 and 34,2012,728
Housing,Personal services,35 and 44,2003,521
Housing,Personal services,35 and 44,2004,568
Housing,Personal services,35 and 44,2005,666
Housing,Personal services,35 and 44,2006,811
Housing,Personal services,35 and 44,2007,844
Housing,Personal services,35 and 44,2008,766
Housing,Personal services,35 and 44,2009,753
Housing,Personal services,35 and 44,2010,735
Housing,Personal services,35 and 44,2011,783
Housing,Personal services,35 and 44,2012,793
Housing,Personal services,45 and 54,2003,121
Housing,Personal services,45 and 54,2004,131
Housing,Personal services,45 and 54,2005,132
Housing,Personal services,45 and 54,2006,192
Housing,Personal services,45 and 54,2007,193
Housing,Personal services,45 and 54,2008,251
Housing,Personal services,45 and 54,2009,253
Housing,Personal services,45 and 54,2010,192
Housing,Personal services,45 and 54,2011,188
Housing,Personal services,45 and 54,2012,206
Housing,Personal services,55 and 64,2003,71
Housing,Personal services,55 and 64,2004,43
Housing,Personal services,55 and 64,2005,71
Housing,Personal services,55 and 64,2006,221
Housing,Personal services,55 and 64,2007,159
Housing,Personal services,55 and 64,2008,70
Housing,Personal services,55 and 64,2009,103
Housing,Personal services,55 and 64,2010,72
Housing,Personal services,55 and 64,2011,69
Housing,Personal services,55 and 64,2012,88
Housing,Personal services,65 and 74,2003,37
Housing,Personal services,65 and 74,2004,27
Housing,Personal services,65 and 74,2005,95
Housing,Personal services,65 and 74,2006,55
Housing,Personal services,65 and 74,2007,83
Housing,Personal services,65 and 74,2008,86
Housing,Personal services,65 and 74,2009,111
Housing,Personal services,65 and 74,2010,70
Housing,Personal services,65 and 74,2011,110
Housing,Personal services,65 and 74,2012,83
Housing,Personal services,75 and over,2003,377
Housing,Personal services,75 and over,2004,370
Housing,Personal services,75 and over,2005,130
Housing,Personal services,75 and over,2006,157
Housing,Personal services,75 and over,2007,334
Housing,Personal services,75 and over,2008,362
Housing,Personal services,75 and over,2009,285
Housing,Personal services,75 and over,2010,113
Housing,Personal services,75 and over,2011,525
Housing,Personal services,75 and over,2012,340
Housing,Household textiles,0 to 25,2003,42
Housing,Household textiles,0 to 25,2004,55
Housing,Household textiles,0 to 25,2005,58
Housing,Household textiles,0 to 25,2006,56
Housing,Household textiles,0 to 25,2007,65
Housing,Household textiles,0 to 25,2008,36
Housing,Household textiles,0 to 25,2009,43
Housing,Household textiles,0 to 25,2010,53
Housing,Household textiles,0 to 25,2011,37
Housing,Household textiles,0 to 25,2012,50
Housing,Household textiles,25 and 34,2003,109
Housing,Household textiles,25 and 34,2004,104
Housing,Household textiles,25 and 34,2005,136
Housing,Household textiles,25 and 34,2006,124
Housing,Household textiles,25 and 34,2007,120
Housing,Household textiles,25 and 34,2008,105
Housing,Household textiles,25 and 34,2009,99
Housing,Household textiles,25 and 34,2010,79
Housing,Household textiles,25 and 34,2011,96
Housing,Household textiles,25 and 34,2012,104
Housing,Household textiles,35 and 44,2003,108
Housing,Household textiles,35 and 44,2004,187
Housing,Household textiles,35 and 44,2005,155
Housing,Household textiles,35 and 44,2006,140
Housing,Household textiles,35 and 44,2007,169
Housing,Household textiles,35 and 44,2008,105
Housing,Household textiles,35 and 44,2009,154
Housing,Household textiles,35 and 44,2010,111
Housing,Household textiles,35 and 44,2011,130
Housing,Household textiles,35 and 44,2012,134
Housing,Household textiles,45 and 54,2003,155
Housing,Household textiles,45 and 54,2004,182
Housing,Household textiles,45 and 54,2005,159
Housing,Household textiles,45 and 54,2006,175
Housing,Household textiles,45 and 54,2007,120
Housing,Household textiles,45 and 54,2008,191
Housing,Household textiles,45 and 54,2009,135
Housing,Household textiles,45 and 54,2010,109
Housing,Household textiles,45 and 54,2011,107
Housing,Household textiles,45 and 54,2012,123
Housing,Household textiles,55 and 64,2003,140
Housing,Household textiles,55 and 64,2004,203
Housing,Household textiles,55 and 64,2005,153
Housing,Household textiles,55 and 64,2006,207
Housing,Household textiles,55 and 64,2007,170
Housing,Household textiles,55 and 64,2008,158
Housing,Household textiles,55 and 64,2009,154
Housing,Household textiles,55 and 64,2010,138
Housing,Household textiles,55 and 64,2011,106
Housing,Household textiles,55 and 64,2012,160
Housing,Household textiles,65 and 74,2003,124
Housing,Household textiles,65 and 74,2004,122
Housing,Household textiles,65 and 74,2005,114
Housing,Household textiles,65 and 74,2006,239
Housing,Household textiles,65 and 74,2007,145
Housing,Household textiles,65 and 74,2008,142
Housing,Household textiles,65 and 74,2009,125
Housing,Household textiles,65 and 74,2010,114
Housing,Household textiles,65 and 74,2011,183
Housing,Household textiles,65 and 74,2012,152
Housing,Household textiles,75 and over,2003,54
Housing,Household textiles,75 and over,2004,188
Housing,Household textiles,75 and over,2005,66
Housing,Household textiles,75 and over,2006,85
Housing,Household textiles,75 and over,2007,86
Housing,Household textiles,75 and over,2008,54
Housing,Household textiles,75 and over,2009,88
Housing,Household textiles,75 and over,2010,66
Housing,Household textiles,75 and over,2011,66
Housing,Household textiles,75 and over,2012,79
Housing,Other household products,0 to 25,2003,101
Housing,Other household products,0 to 25,2004,114
Housing,Other household products,0 to 25,2005,110
Housing,Other household products,0 to 25,2006,149
Housing,Other household products,0 to 25,2007,134
Housing,Other household products,0 to 25,2008,155
Housing,Other household products,0 to 25,2009,168
Housing,Other household products,0 to 25,2010,155
Housing,Other household products,0 to 25,2011,141
Housing,Other household products,0 to 25,2012,141
Housing,Other household products,25 and 34,2003,204
Housing,Other household products,25 and 34,2004,223
Housing,Other household products,25 and 34,2005,253
Housing,Other household products,25 and 34,2006,266
Housing,Other household products,25 and 34,2007,265
Housing,Other household products,25 and 34,2008,294
Housing,Other household products,25 and 34,2009,247
Housing,Other household products,25 and 34,2010,245
Housing,Other household products,25 and 34,2011,232
Housing,Other household products,25 and 34,2012,272
Housing,Other household products,35 and 44,2003,311
Housing,Other household products,35 and 44,2004,339
Housing,Other household products,35 and 44,2005,385
Housing,Other household products,35 and 44,2006,413
Housing,Other household products,35 and 44,2007,343
Housing,Other household products,35 and 44,2008,361
Housing,Other household products,35 and 44,2009,372
Housing,Other household products,35 and 44,2010,332
Housing,Other household products,35 and 44,2011,407
Housing,Other household products,35 and 44,2012,312
Housing,Other household products,45 and 54,2003,312
Housing,Other household products,45 and 54,2004,385
Housing,Other household products,45 and 54,2005,389
Housing,Other household products,45 and 54,2006,369
Housing,Other household products,45 and 54,2007,365
Housing,Other household products,45 and 54,2008,438
Housing,Other household products,45 and 54,2009,380
Housing,Other household products,45 and 54,2010,344
Housing,Other household products,45 and 54,2011,368
Housing,Other household products,45 and 54,2012,351
Housing,Other household products,55 and 64,2003,308
Housing,Other household products,55 and 64,2004,318
Housing,Other household products,55 and 64,2005,383
Housing,Other household products,55 and 64,2006,369
Housing,Other household products,55 and 64,2007,572
Housing,Other household products,55 and 64,2008,400
Housing,Other household products,55 and 64,2009,490
Housing,Other household products,55 and 64,2010,403
Housing,Other household products,55 and 64,2011,402
Housing,Other household products,55 and 64,2012,410
Housing,Other household products,65 and 74,2003,313
Housing,Other household products,65 and 74,2004,285
Housing,Other household products,65 and 74,2005,326
Housing,Other household products,65 and 74,2006,352
Housing,Other household products,65 and 74,2007,348
Housing,Other household products,65 and 74,2008,380
Housing,Other household products,65 and 74,2009,443
Housing,Other household products,65 and 74,2010,441
Housing,Other household products,65 and 74,2011,379
Housing,Other household products,65 and 74,2012,347
Housing,Other household products,75 and over,2003,176
Housing,Other household products,75 and over,2004,210
Housing,Other household products,75 and over,2005,212
Housing,Other household products,75 and over,2006,226
Housing,Other household products,75 and over,2007,240
Housing,Other household products,75 and over,2008,253
Housing,Other household products,75 and over,2009,306
Housing,Other household products,75 and over,2010,292
Housing,Other household products,75 and over,2011,312
Housing,Other household products,75 and over,2012,262
Health,Health insurance,0 to 25,2003,281
Health,Health insurance,0 to 25,2004,321
Health,Health insurance,0 to 25,2005,377
Health,Health insurance,0 to 25,2006,367
Health,Health insurance,0 to 25,2007,397
Health,Health insurance,0 to 25,2008,389
Health,Health insurance,0 to 25,2009,381
Health,Health insurance,0 to 25,2010,405
Health,Health insurance,0 to 25,2011,456
Health,Health insurance,0 to 25,2012,458
Health,Health insurance,25 and 34,2003,810
Health,Health insurance,25 and 34,2004,842
Health,Health insurance,25 and 34,2005,822
Health,Health insurance,25 and 34,2006,883
Health,Health insurance,25 and 34,2007,918
Health,Health insurance,25 and 34,2008,983
Health,Health insurance,25 and 34,2009,1083
Health,Health insurance,25 and 34,2010,1086
Health,Health insurance,25 and 34,2011,1237
Health,Health insurance,25 and 34,2012,1227
Health,Health insurance,35 and 44,2003,1109
Health,Health insurance,35 and 44,2004,1199
Health,Health insurance,35 and 44,2005,1160
Health,Health insurance,35 and 44,2006,1214
Health,Health insurance,35 and 44,2007,1269
Health,Health insurance,35 and 44,2008,1341
Health,Health insurance,35 and 44,2009,1436
Health,Health insurance,35 and 44,2010,1453
Health,Health insurance,35 and 44,2011,1581
Health,Health insurance,35 and 44,2012,1751
Health,Health insurance,45 and 54,2003,1166
Health,Health insurance,45 and 54,2004,1291
Health,Health insurance,45 and 54,2005,1283
Health,Health insurance,45 and 54,2006,1310
Health,Health insurance,45 and 54,2007,1386
Health,Health insurance,45 and 54,2008,1523
Health,Health insurance,45 and 54,2009,1688
Health,Health insurance,45 and 54,2010,1747
Health,Health insurance,45 and 54,2011,1801
Health,Health insurance,45 and 54,2012,2109
Health,Health insurance,55 and 64,2003,1572
Health,Health insurance,55 and 64,2004,1567
Health,Health insurance,55 and 64,2005,1585
Health,Health insurance,55 and 64,2006,1676
Health,Health insurance,55 and 64,2007,1751
Health,Health insurance,55 and 64,2008,1945
Health,Health insurance,55 and 64,2009,2017
Health,Health insurance,55 and 64,2010,2110
Health,Health insurance,55 and 64,2011,2196
Health,Health insurance,55 and 64,2012,2271
Health,Health insurance,65 and 74,2003,1974
Health,Health insurance,65 and 74,2004,2171
Health,Health insurance,65 and 74,2005,2352
Health,Health insurance,65 and 74,2006,2718
Health,Health insurance,65 and 74,2007,2821
Health,Health insurance,65 and 74,2008,2901
Health,Health insurance,65 and 74,2009,3042
Health,Health insurance,65 and 74,2010,3133
Health,Health insurance,65 and 74,2011,3154
Health,Health insurance,65 and 74,2012,3299
Health,Health insurance,75 and over,2003,2031
Health,Health insurance,75 and over,2004,2115
Health,Health insurance,75 and over,2005,2260
Health,Health insurance,75 and over,2006,2511
Health,Health insurance,75 and over,2007,2716
Health,Health insurance,75 and over,2008,2783
Health,Health insurance,75 and over,2009,3011
Health,Health insurance,75 and over,2010,3031
Health,Health insurance,75 and over,2011,2982
Health,Health insurance,75 and over,2012,3047
Apparel,"Apparel, Children under 2",0 to 25,2003,115
Apparel,"Apparel, Children under 2",0 to 25,2004,102
Apparel,"Apparel, Children under 2",0 to 25,2005,97
Apparel,"Apparel, Children under 2",0 to 25,2006,130
Apparel,"Apparel, Children under 2",0 to 25,2007,145
Apparel,"Apparel, Children under 2",0 to 25,2008,170
Apparel,"Apparel, Children under 2",0 to 25,2009,153
Apparel,"Apparel, Children under 2",0 to 25,2010,146
Apparel,"Apparel, Children under 2",0 to 25,2011,129
Apparel,"Apparel, Children under 2",0 to 25,2012,112
Apparel,"Apparel, Children under 2",25 and 34,2003,175
Apparel,"Apparel, Children under 2",25 and 34,2004,182
Apparel,"Apparel, Children under 2",25 and 34,2005,172
Apparel,"Apparel, Children under 2",25 and 34,2006,187
Apparel,"Apparel, Children under 2",25 and 34,2007,206
Apparel,"Apparel, Children under 2",25 and 34,2008,192
Apparel,"Apparel, Children under 2",25 and 34,2009,198
Apparel,"Apparel, Children under 2",25 and 34,2010,195
Apparel,"Apparel, Children under 2",25 and 34,2011,146
Apparel,"Apparel, Children under 2",25 and 34,2012,141
Apparel,"Apparel, Children under 2",35 and 44,2003,95
Apparel,"Apparel, Children under 2",35 and 44,2004,86
Apparel,"Apparel, Children under 2",35 and 44,2005,106
Apparel,"Apparel, Children under 2",35 and 44,2006,128
Apparel,"Apparel, Children under 2",35 and 44,2007,119
Apparel,"Apparel, Children under 2",35 and 44,2008,125
Apparel,"Apparel, Children under 2",35 and 44,2009,109
Apparel,"Apparel, Children under 2",35 and 44,2010,117
Apparel,"Apparel, Children under 2",35 and 44,2011,103
Apparel,"Apparel, Children under 2",35 and 44,2012,95
Apparel,"Apparel, Children under 2",45 and 54,2003,52
Apparel,"Apparel, Children under 2",45 and 54,2004,53
Apparel,"Apparel, Children under 2",45 and 54,2005,52
Apparel,"Apparel, Children under 2",45 and 54,2006,72
Apparel,"Apparel, Children under 2",45 and 54,2007,54
Apparel,"Apparel, Children under 2",45 and 54,2008,56
Apparel,"Apparel, Children under 2",45 and 54,2009,50
Apparel,"Apparel, Children under 2",45 and 54,2010,59
Apparel,"Apparel, Children under 2",45 and 54,2011,45
Apparel,"Apparel, Children under 2",45 and 54,2012,32
Apparel,"Apparel, Children under 2",55 and 64,2003,60
Apparel,"Apparel, Children under 2",55 and 64,2004,47
Apparel,"Apparel, Children under 2",55 and 64,2005,58
Apparel,"Apparel, Children under 2",55 and 64,2006,66
Apparel,"Apparel, Children under 2",55 and 64,2007,55
Apparel,"Apparel, Children under 2",55 and 64,2008,45
Apparel,"Apparel, Children under 2",55 and 64,2009,66
Apparel,"Apparel, Children under 2",55 and 64,2010,54
Apparel,"Apparel, Children under 2",55 and 64,2011,29
Apparel,"Apparel, Children under 2",55 and 64,2012,34
Apparel,"Apparel, Children under 2",65 and 74,2003,20
Apparel,"Apparel, Children under 2",65 and 74,2004,28
Apparel,"Apparel, Children under 2",65 and 74,2005,31
Apparel,"Apparel, Children under 2",65 and 74,2006,28
Apparel,"Apparel, Children under 2",65 and 74,2007,32
Apparel,"Apparel, Children under 2",65 and 74,2008,38
Apparel,"Apparel, Children under 2",65 and 74,2009,39
Apparel,"Apparel, Children under 2",65 and 74,2010,34
Apparel,"Apparel, Children under 2",65 and 74,2011,17
Apparel,"Apparel, Children under 2",65 and 74,2012,25
Apparel,"Apparel, Children under 2",75 and over,2003,15
Apparel,"Apparel, Children under 2",75 and over,2004,13
Apparel,"Apparel, Children under 2",75 and over,2005,13
Apparel,"Apparel, Children under 2",75 and over,2006,12
Apparel,"Apparel, Children under 2",75 and over,2007,14
Apparel,"Apparel, Children under 2",75 and over,2008,17
Apparel,"Apparel, Children under 2",75 and over,2009,12
Apparel,"Apparel, Children under 2",75 and over,2010,22
Apparel,"Apparel, Children under 2",75 and over,2011,8
Apparel,"Apparel, Children under 2",75 and over,2012,4
Housing,Laundry and cleaning supplies,0 to 25,2003,73
Housing,Laundry and cleaning supplies,0 to 25,2004,75
Housing,Laundry and cleaning supplies,0 to 25,2005,63
Housing,Laundry and cleaning supplies,0 to 25,2006,83
Housing,Laundry and cleaning supplies,0 to 25,2007,84
Housing,Laundry and cleaning supplies,0 to 25,2008,83
Housing,Laundry and cleaning supplies,0 to 25,2009,91
Housing,Laundry and cleaning supplies,0 to 25,2010,90
Housing,Laundry and cleaning supplies,0 to 25,2011,82
Housing,Laundry and cleaning supplies,0 to 25,2012,103
Housing,Laundry and cleaning supplies,25 and 34,2003,140
Housing,Laundry and cleaning supplies,25 and 34,2004,142
Housing,Laundry and cleaning supplies,25 and 34,2005,127
Housing,Laundry and cleaning supplies,25 and 34,2006,155
Housing,Laundry and cleaning supplies,25 and 34,2007,129
Housing,Laundry and cleaning supplies,25 and 34,2008,150
Housing,Laundry and cleaning supplies,25 and 34,2009,148
Housing,Laundry and cleaning supplies,25 and 34,2010,126
Housing,Laundry and cleaning supplies,25 and 34,2011,117
Housing,Laundry and cleaning supplies,25 and 34,2012,160
Housing,Laundry and cleaning supplies,35 and 44,2003,149
Housing,Laundry and cleaning supplies,35 and 44,2004,170
Housing,Laundry and cleaning supplies,35 and 44,2005,161
Housing,Laundry and cleaning supplies,35 and 44,2006,189
Housing,Laundry and cleaning supplies,35 and 44,2007,178
Housing,Laundry and cleaning supplies,35 and 44,2008,178
Housing,Laundry and cleaning supplies,35 and 44,2009,187
Housing,Laundry and cleaning supplies,35 and 44,2010,184
Housing,Laundry and cleaning supplies,35 and 44,2011,170
